record_id,source_dataset,offer_group_id,offer_text,master_itemcode,master_itemname,pair_label,pair_label_status,target_action_id,target_action,resolution_scope,use_for_binary_pair_training,use_for_router_training,label_confidence,label_provenance,model_bucket,audit_status,error_type,severity,audit_reason,retailer,price_text,product_class_offer,product_class_master,variant_offer,variant_master,offer_weights_g,master_weights_g,protein_match,family_match,sub_brand_match,spice_match,size_match,word_similarity,character_similarity,token_similarity,recommended_split,split_group,notes,occurrence_count,needs_human_label
RL001224,CLICKFLYER_DUMP_AUTOLABEL,RL001224,AL KABEER ZING SHRIMPS SPICY 750GR,CSJ,JUMBO PRAWNS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 454g,Farm,,,,,,,,,,,,,,,,train,al kabeer zing shrimps spicy 750gr,auto-labelled from ClickFlyer dump against Product_Master,5,0
RL001223,CLICKFLYER_DUMP_AUTOLABEL,RL001223,AL KABEER ZING SHRIMPS SPICY 750GR,CSBA,BREADED SHRIMPS BULK,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 1000g,Farm,,,,,,,,,,,,,,,,train,al kabeer zing shrimps spicy 750gr,auto-labelled from ClickFlyer dump against Product_Master,5,0
RL001222,CLICKFLYER_DUMP_AUTOLABEL,RL001222,AL KABEER ZING SHRIMPS SPICY 750GR,CSB,BREADED SHRIMPS 250,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 250g,Farm,,,,,,,,,,,,,,,,train,al kabeer zing shrimps spicy 750gr,auto-labelled from ClickFlyer dump against Product_Master,5,0
RL001220,CLICKFLYER_DUMP_AUTOLABEL,RL001220,AL KABEER STUFFED FALAFEL 750GR,CKK,CHICKEN KIBBEH 400,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 750g vs SKU 400g,Farm,,,,,,,,,,,,,,,,train,al kabeer stuffed falafel 750gr,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001219,CLICKFLYER_DUMP_AUTOLABEL,RL001219,AL KABEER STUFFED FALAFEL 750GR,CKCK,CHICKEN KOFTA 300,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 750g vs SKU 300g,Farm,,,,,,,,,,,,,,,,train,al kabeer stuffed falafel 750gr,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001218,CLICKFLYER_DUMP_AUTOLABEL,RL001218,AL KABEER STUFFED FALAFEL 750GR,CKB,ARABIC KOFTA,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 750g vs SKU 300g,Farm,,,,,,,,,,,,,,,,train,al kabeer stuffed falafel 750gr,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001217,CLICKFLYER_DUMP_AUTOLABEL,RL001217,AL KABEER STUFFED FALAFEL 750GR,CBK,BEEF KIBBEH 400,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 750g vs SKU 400g,Farm,,,,,,,,,,,,,,,,train,al kabeer stuffed falafel 750gr,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001216,CLICKFLYER_DUMP_AUTOLABEL,RL001216,AL KABEER STUFFED FALAFEL 750GR,CVSF,STUFFED FELAFEL,1.0,positive,,MATCH_EXACT,single_exact_sku,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,positive,,only master SKU in this family compatible with all stated attributes,Farm,,,,,,,,,,,,,,,,train,al kabeer stuffed falafel 750gr,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001215,CLICKFLYER_DUMP_AUTOLABEL,RL001215,AL KABEER ZING CHICKEN FILLETS SPICY 465G,CKBCFFAPR,AK PRO Breaded Chicken Fillets,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU ['akpro']; pack weight: offer 465g vs SKU 1000g,Aljazera Markets,,,,,,,,,,,,,,,,train,al kabeer zing chicken fillets spicy 465g,auto-labelled from ClickFlyer dump against Product_Master,3,0
RL001214,CLICKFLYER_DUMP_AUTOLABEL,RL001214,AL KABEER ZING CHICKEN FILLETS SPICY 465G,CKBCF,BREADED CHICKEN FILLETS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none,Aljazera Markets,,,,,,,,,,,,,,,,train,al kabeer zing chicken fillets spicy 465g,auto-labelled from ClickFlyer dump against Product_Master,3,0
RL001213,CLICKFLYER_DUMP_AUTOLABEL,RL001213,AL KABEER ZING CHICKEN FILLETS SPICY 465G,CFBFA,BREADED FISH FILLET BULK,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 465g vs SKU 1000g,Aljazera Markets,,,,,,,,,,,,,,,,train,al kabeer zing chicken fillets spicy 465g,auto-labelled from ClickFlyer dump against Product_Master,3,0
RL001212,CLICKFLYER_DUMP_AUTOLABEL,RL001212,AL KABEER ZING CHICKEN FILLETS SPICY 465G,CFBF,BREADED FISH FILLET,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 465g vs SKU 330g,Aljazera Markets,,,,,,,,,,,,,,,,train,al kabeer zing chicken fillets spicy 465g,auto-labelled from ClickFlyer dump against Product_Master,3,0
RL001202,CLICKFLYER_DUMP_AUTOLABEL,RL001202,AL KABEER ZING CHICKEN STRIPS SPICY 320G,CKPSAPR,AK PRO Plain Chicken Strips 30 g. 1 kg x 10,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU ['akpro']; spice: offer ['spicy'] vs SKU ['nonspicy']; pack weight: offer 320g vs SKU 1000g,Aljazera Markets,,,,,,,,,,,,,,,,train,al kabeer zing chicken strips spicy 320g,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001204,CLICKFLYER_DUMP_AUTOLABEL,RL001204,AL KABEER ZING CHICKEN STRIPS SPICY 320G,CKZSNSAPR,AK PRO Zing Chicken Strips Non Spicy 1 kg x 10,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,"sub-brand: offer ['zing'] vs SKU ['akpro', 'zing']; spice: offer ['spicy'] vs SKU ['nonspicy']; pack weight: offer 320g vs SKU 1000g",Aljazera Markets,,,,,,,,,,,,,,,,train,al kabeer zing chicken strips spicy 320g,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001205,CLICKFLYER_DUMP_AUTOLABEL,RL001205,AL KABEER ZING CHICKEN STRIPS SPICY 320G,CKZSCKNP,Zing Strips Non Spicy + Free Chicken Nuggets Combo Pack,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_spice,,spice: offer ['spicy'] vs SKU ['nonspicy']; pack weight: offer 320g vs SKU 750g,Aljazera Markets,,,,,,,,,,,,,,,,train,al kabeer zing chicken strips spicy 320g,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001203,CLICKFLYER_DUMP_AUTOLABEL,RL001203,AL KABEER ZING CHICKEN STRIPS SPICY 320G,CKSTY,TAYEBAT BREADED CHICKEN STRIPS NON SPICY 1 kg x 10 Pkts,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU ['tayebat']; spice: offer ['spicy'] vs SKU ['nonspicy']; pack weight: offer 320g vs SKU 1000g,Aljazera Markets,,,,,,,,,,,,,,,,train,al kabeer zing chicken strips spicy 320g,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001228,CLICKFLYER_DUMP_AUTOLABEL,RL001228,ALKABEER CHICKEN POPCORN 400GR,CKPCDA,CHICKEN POP-CORN 750 GMS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer none vs SKU ['zing']; pack weight: offer 400g vs SKU 750g,Farm,,,,,,,,,,,,,,,,train,alkabeer chicken popcorn 400gr,auto-labelled from ClickFlyer dump against Product_Master,2,0
RL001230,CLICKFLYER_DUMP_AUTOLABEL,RL001230,ALKABEER CHICKEN POPCORN 400GR,CKCCR,CHICKEN ‘N’ CHEESE RINGS 300,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 400g vs SKU 300g,Farm,,,,,,,,,,,,,,,,train,alkabeer chicken popcorn 400gr,auto-labelled from ClickFlyer dump against Product_Master,2,0
RL001250,CLICKFLYER_DUMP_AUTOLABEL,RL001250,Al Kabeer Chicken Pop Corn 1000Gm,CKCCR,CHICKEN ‘N’ CHEESE RINGS 300,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 1000g vs SKU 300g,Alraya,,,,,,,,,,,,,,,,train,al kabeer chicken pop corn 1000gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001249,CLICKFLYER_DUMP_AUTOLABEL,RL001249,Al Kabeer Chicken Pop Corn 1000Gm,CCF,CHICKEN FRIES,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 1000g vs SKU 400g,Alraya,,,,,,,,,,,,,,,,train,al kabeer chicken pop corn 1000gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001248,CLICKFLYER_DUMP_AUTOLABEL,RL001248,Al Kabeer Chicken Pop Corn 1000Gm,CKPCDA,CHICKEN POP-CORN 750 GMS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer none vs SKU ['zing']; pack weight: offer 1000g vs SKU 750g,Alraya,,,,,,,,,,,,,,,,train,al kabeer chicken pop corn 1000gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001247,CLICKFLYER_DUMP_AUTOLABEL,RL001247,Al Kabeer Chicken Pop Corn 1000Gm,CKPC,CHICKEN POP-CORN,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer none vs SKU ['zing']; pack weight: offer 1000g vs SKU 400g,Alraya,,,,,,,,,,,,,,,,train,al kabeer chicken pop corn 1000gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001246,CLICKFLYER_DUMP_AUTOLABEL,RL001246,Al Kabeer Chicken Pop Corn 1000Gm,CCFA,CHICKEN FRIES BULK,1.0,positive,,MATCH_EXACT,single_exact_sku,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,positive,,only master SKU in this family compatible with all stated attributes,Alraya,,,,,,,,,,,,,,,,train,al kabeer chicken pop corn 1000gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001245,CLICKFLYER_DUMP_AUTOLABEL,RL001245,Al Kabeer Beef Franks 454gm,VFKJ,CHICKEN JUMBO HOT DOGS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 454g vs SKU 400g,Nahda Hyper Market,,,,,,,,,,,,,,,,train,al kabeer beef franks 454gm,auto-labelled from ClickFlyer dump against Product_Master,2,0
RL001229,CLICKFLYER_DUMP_AUTOLABEL,RL001229,ALKABEER CHICKEN POPCORN 400GR,CCFA,CHICKEN FRIES BULK,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 400g vs SKU 1000g,Farm,,,,,,,,,,,,,,,,train,alkabeer chicken popcorn 400gr,auto-labelled from ClickFlyer dump against Product_Master,2,0
RL001242,CLICKFLYER_DUMP_AUTOLABEL,RL001242,Al Kabeer Beef Franks 454gm,CFBJ,JUMBO HOTDOGS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 454g vs SKU 400g,Nahda Hyper Market,,,,,,,,,,,,,,,,train,al kabeer beef franks 454gm,auto-labelled from ClickFlyer dump against Product_Master,2,0
RL001243,CLICKFLYER_DUMP_AUTOLABEL,RL001243,Al Kabeer Beef Franks 454gm,CKBCS,BEEF COCKTAIL SAUSAGES,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 454g vs SKU 400g,Nahda Hyper Market,,,,,,,,,,,,,,,,train,al kabeer beef franks 454gm,auto-labelled from ClickFlyer dump against Product_Master,2,0
RL001155,CLICKFLYER_DUMP_AUTOLABEL,RL001155,AlKabeer Zing Chicken Nuggets Spicy 270gm,CKN400,CHICKEN NUGGETS (400G),0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 270g vs SKU 400g,Lulu Hypermarkets,,,,,,,,,,,,,,,,train,alkabeer zing chicken nuggets spicy 270gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001154,CLICKFLYER_DUMP_AUTOLABEL,RL001154,AlKabeer Zing Chicken Nuggets Spicy 270gm,CKN,CHICKEN NUGGETS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none,Lulu Hypermarkets,,,,,,,,,,,,,,,,train,alkabeer zing chicken nuggets spicy 270gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001153,CLICKFLYER_DUMP_AUTOLABEL,RL001153,AlKabeer Zing Chicken Nuggets Spicy 270gm,CKJCNA,JUMBO CHICKEN NUGGETS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 270g vs SKU 1000g,Lulu Hypermarkets,,,,,,,,,,,,,,,,train,alkabeer zing chicken nuggets spicy 270gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001152,CLICKFLYER_DUMP_AUTOLABEL,RL001152,AlKabeer Zing Chicken Nuggets Spicy 270gm,CKCCN,CHICKEN  N CHEESE NUGGETS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 270g vs SKU 400g,Lulu Hypermarkets,,,,,,,,,,,,,,,,train,alkabeer zing chicken nuggets spicy 270gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001145,CLICKFLYER_DUMP_AUTOLABEL,RL001145,Alkabeer Tender Breasts 1 Kg,CKTCB,TENDER CHICKEN BREAST TRAY PACK,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 1000g vs SKU 450g,Hala Markets,,,,,,,,,,,,,,,,train,alkabeer tender breasts 1 kg,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001144,CLICKFLYER_DUMP_AUTOLABEL,RL001144,Alkabeer Tender Breasts 1 Kg,CKMCBA,TENDER CHICKEN BREAST SPICY FLAVOURED,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 1000g vs SKU 2000g,Hala Markets,,,,,,,,,,,,,,,,train,alkabeer tender breasts 1 kg,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001143,CLICKFLYER_DUMP_AUTOLABEL,RL001143,Alkabeer Tender Breasts 1 Kg,CKCMF,CHICKEN MINCE (15% FREE ),0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 1000g vs SKU 60g,Hala Markets,,,,,,,,,,,,,,,,train,alkabeer tender breasts 1 kg,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001142,CLICKFLYER_DUMP_AUTOLABEL,RL001142,Alkabeer Tender Breasts 1 Kg,CKCM,CHICKEN MINCE 400,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 1000g vs SKU 400g,Hala Markets,,,,,,,,,,,,,,,,train,alkabeer tender breasts 1 kg,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001158,CLICKFLYER_DUMP_AUTOLABEL,RL001158,AlKabeer Chicken Popcorn 400gm,CKPCDA,CHICKEN POP-CORN 750 GMS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer none vs SKU ['zing']; pack weight: offer 400g vs SKU 750g,Lulu Hypermarkets,,,,,,,,,,,,,,,,train,alkabeer chicken popcorn 400gm,auto-labelled from ClickFlyer dump against Product_Master,7,0
RL001160,CLICKFLYER_DUMP_AUTOLABEL,RL001160,AlKabeer Chicken Popcorn 400gm,CKCCR,CHICKEN ‘N’ CHEESE RINGS 300,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 400g vs SKU 300g,Lulu Hypermarkets,,,,,,,,,,,,,,,,train,alkabeer chicken popcorn 400gm,auto-labelled from ClickFlyer dump against Product_Master,7,0
RL001191,CLICKFLYER_DUMP_AUTOLABEL,RL001191,ALKABEER CHICKEN POPCORN 400gm,CCF,CHICKEN FRIES,1.0,positive,,MATCH_EXACT,single_exact_sku,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,positive,,only master SKU in this family compatible with all stated attributes,SPAR,,,,,,,,,,,,,,,,train,alkabeer chicken popcorn 400gm,auto-labelled from ClickFlyer dump against Product_Master,7,0
RL001190,CLICKFLYER_DUMP_AUTOLABEL,RL001190,Al Kabeer Zing  Breaded Shrimps Spicy 750 gm,CSL,PRAWNS LARGE 400,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 400g,Carrefour Hyper,,,,,,,,,,,,,,,,train,al kabeer zing breaded shrimps spicy 750 gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001189,CLICKFLYER_DUMP_AUTOLABEL,RL001189,Al Kabeer Zing  Breaded Shrimps Spicy 750 gm,CSJ,JUMBO PRAWNS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 454g,Carrefour Hyper,,,,,,,,,,,,,,,,train,al kabeer zing breaded shrimps spicy 750 gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001188,CLICKFLYER_DUMP_AUTOLABEL,RL001188,Al Kabeer Zing  Breaded Shrimps Spicy 750 gm,CSBA,BREADED SHRIMPS BULK,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 1000g,Carrefour Hyper,,,,,,,,,,,,,,,,train,al kabeer zing breaded shrimps spicy 750 gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001187,CLICKFLYER_DUMP_AUTOLABEL,RL001187,Al Kabeer Zing  Breaded Shrimps Spicy 750 gm,CSB,BREADED SHRIMPS 250,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 250g,Carrefour Hyper,,,,,,,,,,,,,,,,train,al kabeer zing breaded shrimps spicy 750 gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001162,CLICKFLYER_DUMP_AUTOLABEL,RL001162,Al Kabir Tender Chicken Breast 1 kg,CKCM,CHICKEN MINCE 400,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 1000g vs SKU 400g,Ramez,,,,,,,,,,,,,,,,train,al kabir tender chicken breast 1 kg,auto-labelled from ClickFlyer dump against Product_Master,2,0
RL001163,CLICKFLYER_DUMP_AUTOLABEL,RL001163,Al Kabir Tender Chicken Breast 1 kg,CKCMF,CHICKEN MINCE (15% FREE ),0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 1000g vs SKU 60g,Ramez,,,,,,,,,,,,,,,,train,al kabir tender chicken breast 1 kg,auto-labelled from ClickFlyer dump against Product_Master,2,0
RL001164,CLICKFLYER_DUMP_AUTOLABEL,RL001164,Al Kabir Tender Chicken Breast 1 kg,CKMCBA,TENDER CHICKEN BREAST SPICY FLAVOURED,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 1000g vs SKU 2000g,Ramez,,,,,,,,,,,,,,,,train,al kabir tender chicken breast 1 kg,auto-labelled from ClickFlyer dump against Product_Master,2,0
RL001165,CLICKFLYER_DUMP_AUTOLABEL,RL001165,Al Kabir Tender Chicken Breast 1 kg,CKTCB,TENDER CHICKEN BREAST TRAY PACK,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 1000g vs SKU 450g,Ramez,,,,,,,,,,,,,,,,train,al kabir tender chicken breast 1 kg,auto-labelled from ClickFlyer dump against Product_Master,2,0
RL001159,CLICKFLYER_DUMP_AUTOLABEL,RL001159,AlKabeer Chicken Popcorn 400gm,CCFA,CHICKEN FRIES BULK,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_pack_size,,pack weight: offer 400g vs SKU 1000g,Lulu Hypermarkets,,,,,,,,,,,,,,,,train,alkabeer chicken popcorn 400gm,auto-labelled from ClickFlyer dump against Product_Master,7,0
RL001395,CLICKFLYER_DUMP_AUTOLABEL,RL001395,Alkabeer Zing Chicken Nuggets 750gm,CKN400,CHICKEN NUGGETS (400G),0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 400g,Danube,,,,,,,,,,,,,,,,train,alkabeer zing chicken nuggets 750gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001394,CLICKFLYER_DUMP_AUTOLABEL,RL001394,Alkabeer Zing Chicken Nuggets 750gm,CKN,CHICKEN NUGGETS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 270g,Danube,,,,,,,,,,,,,,,,train,alkabeer zing chicken nuggets 750gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001393,CLICKFLYER_DUMP_AUTOLABEL,RL001393,Alkabeer Zing Chicken Nuggets 750gm,CKJCNA,JUMBO CHICKEN NUGGETS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 1000g,Danube,,,,,,,,,,,,,,,,train,alkabeer zing chicken nuggets 750gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001392,CLICKFLYER_DUMP_AUTOLABEL,RL001392,Alkabeer Zing Chicken Nuggets 750gm,CKCCN,CHICKEN  N CHEESE NUGGETS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 400g,Danube,,,,,,,,,,,,,,,,train,alkabeer zing chicken nuggets 750gm,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001390,CLICKFLYER_DUMP_AUTOLABEL,RL001390,AL KABEER ZING CHICKEN NUGGETS NO SPICY 750GR,CKN400,CHICKEN NUGGETS (400G),0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 400g,Farm,,,,,,,,,,,,,,,,train,al kabeer zing chicken nuggets no spicy 750gr,auto-labelled from ClickFlyer dump against Product_Master,1,0
RL001389,CLICKFLYER_DUMP_AUTOLABEL,RL001389,AL KABEER ZING CHICKEN NUGGETS NO SPICY 750GR,CKN,CHICKEN NUGGETS,0.0,negative,,REJECT_PAIR,candidate_is_wrong,1,1,0.97,real_flyer_catalogue_forced,,CATALOGUE_FORCED,hard_negative_sub_brand,,sub-brand: offer ['zing'] vs SKU none; pack weight: offer 750g vs SKU 270g,Farm,,,,,,,,,,,,,,,,train,al kabeer zing chicken nuggets no spicy 750gr,auto-labelled from ClickFlyer dump against Product_Master,1,0
